SampleID	Haplogroup	X2	X3	Quality	study	macro
0057de63bc094b3cb0bc231600413222	K1a13a	0.9971870604781997	0.8839874131686755	0.9405872368234376	DIAN	K
0057de63bc094b3cb0bc231600413222	K1a13	0.9963833634719711	0.8832749510182272	0.9398291572450992	DIAN	K
0057de63bc094b3cb0bc231600413222	K1a195	0.9939722724532851	0.8811375645668824	0.9375549185100838	DIAN	K
0057de63bc094b3cb0bc231600413222	K1a9	0.9936373987006898	0.8808407053375289	0.9372390520191094	DIAN	K
0057de63bc094b3cb0bc231600413222	K1a	0.9931685754470565	0.8804251024164341	0.9367968389317454	DIAN	K
006942397c26461c85184f7fcbeea616	H7c1	0.9955132927074265	0.9777690081557485	0.9866411504315875	DIAN	H
006942397c26461c85184f7fcbeea616	H7c4	0.9947097033415925	0.9769797421731123	0.9858447227573524	DIAN	H
006942397c26461c85184f7fcbeea616	H7c	0.9947097033415925	0.9769797421731123	0.9858447227573524	DIAN	H
006942397c26461c85184f7fcbeea616	H7c2	0.9939061139757583	0.9761904761904762	0.9850482950831172	DIAN	H
006942397c26461c85184f7fcbeea616	H7	0.9939061139757583	0.9761904761904762	0.9850482950831172	DIAN	H
008c10ef1aa84556862be652c752b6de	U5a1a1	0.9973883345610393	0.8597321634726391	0.9285602490168392	DIAN	U
008c10ef1aa84556862be652c752b6de	U5a1a116362	0.9965847451952052	0.8590394827984299	0.9278121139968176	DIAN	U
008c10ef1aa84556862be652c752b6de	U5a1a1152	0.9965847451952052	0.8590394827984299	0.9278121139968176	DIAN	U
008c10ef1aa84556862be652c752b6de	U5a1a1e	0.9965847451952052	0.8590394827984299	0.9278121139968176	DIAN	U
008c10ef1aa84556862be652c752b6de	U5a1a1g	0.9965847451952052	0.8590394827984299	0.9278121139968176	DIAN	U
00e5d3ee2a074ba2a3c21d99b2f6f556	H6a1b2c	0.9995312395365968	0.9112888454728616	0.9554100425047292	DIAN	H
00e5d3ee2a074ba2a3c21d99b2f6f556	H6a1b2	0.9987276501707627	0.9105562000122107	0.9546419250914867	DIAN	H
00e5d3ee2a074ba2a3c21d99b2f6f556	H6a1b2d	0.9979910265854148	0.9098846083399474	0.9539378174626811	DIAN	H
00e5d3ee2a074ba2a3c21d99b2f6f556	H6a1b	0.9979240608049287	0.9098235545515599	0.9538738076782443	DIAN	H
00e5d3ee2a074ba2a3c21d99b2f6f556	H6a1b2b	0.9979240608049287	0.9098235545515599	0.9538738076782443	DIAN	H
01fabbbe63a74fd08b2377cb95437dd3	H31a	0.9985267528293043	0.8754697040864255	0.9369982284578648	DIAN	H
01fabbbe63a74fd08b2377cb95437dd3	H31	0.9977231634634701	0.8747651479567872	0.9362441557101286	DIAN	H
01fabbbe63a74fd08b2377cb95437dd3	H31b	0.9969195740976361	0.8740605918271489	0.9354900829623924	DIAN	H
01fabbbe63a74fd08b2377cb95437dd3	H195146	0.9961159847318021	0.8733560356975105	0.9347360102146562	DIAN	H
01fabbbe63a74fd08b2377cb95437dd3	H195	0.9953123953659679	0.8726514795678723	0.93398193746692	DIAN	H
026afad01f3c4765ac7681da55ef82ec	A2f3	0.9963166354138763	0.9528597963235765	0.9745882158687265	DIAN	A
026afad01f3c4765ac7681da55ef82ec	A26416111	0.9931685754470565	0.9497854352142445	0.9714770053306505	DIAN	A
026afad01f3c4765ac7681da55ef82ec	A2f	0.9931685754470565	0.9497854352142445	0.9714770053306505	DIAN	A
026afad01f3c4765ac7681da55ef82ec	A264	0.9931685754470565	0.9497854352142445	0.9714770053306505	DIAN	A
026afad01f3c4765ac7681da55ef82ec	A26416129	0.9931685754470565	0.9497854352142445	0.9714770053306505	DIAN	A
02ca8800acd8463cafbc85a74c0b29d5	K1a3a1	0.9965842877235283	0.9375	0.9670421438617641	DIAN	K
02ca8800acd8463cafbc85a74c0b29d5	K1a3a	0.9957805907172996	0.9367439516129032	0.9662622711651014	DIAN	K
02ca8800acd8463cafbc85a74c0b29d5	K1a3a1b	0.9957805907172996	0.9367439516129032	0.9662622711651014	DIAN	K
02ca8800acd8463cafbc85a74c0b29d5	K1a3a3	0.9949768937110709	0.9359879032258065	0.9654823984684386	DIAN	K
02ca8800acd8463cafbc85a74c0b29d5	K1a3a2	0.9949768937110709	0.9359879032258065	0.9654823984684386	DIAN	K
031be4d20fdd4fffb76249df6a44d3db	H1c5a	0.9989953787422142	0.8406221821460775	0.9198087804441459	DIAN	H
031be4d20fdd4fffb76249df6a44d3db	H1c152	0.9976560407179212	0.8395513976555455	0.9186037191867333	DIAN	H
031be4d20fdd4fffb76249df6a44d3db	H1c5	0.9975890704527189	0.8394950405770965	0.9185420555149078	DIAN	H
