SampleID	autosomal_coverage	mt_coverage	mtcn_avg	study
1123	34.10318181818182	12765.01	748.6110866754635	MAYO
11241	35.31045454545455	29240.99	1656.222802929856	MAYO
11249	31.707727272727272	19549.61	1233.1132932895623	MAYO
11253	36.89727272727273	46488	2519.8610392490205	MAYO
11254	42.014545454545456	32048.02	1525.5678552882118	MAYO
11255	40.466818181818184	26147.45	1292.2908780482326	MAYO
11258	31.947272727272725	25624.68	1604.1857606283081	MAYO
11259	36.67545454545454	35801.42	1952.3368118384851	MAYO
11263	40.67136363636364	33696.3	1657.003699274674	MAYO
11264	33.13454545454545	19763.63	1192.9320127304654	MAYO
11265	50.856818181818184	38166.97	1500.9578406399428	MAYO
11266	28.927272727272726	26023.52	1799.2377121307354	MAYO
11267	31.530454545454546	39855.89	2528.0885147116064	MAYO
11271	42.49409090909091	58610.36	2758.5181255147777	MAYO
11275	35.89363636363636	26545.87	1479.1407441177216	MAYO
11276	29.068636363636365	25735.33	1770.659598755297	MAYO
11279	38.220454545454544	37856.66	1980.9633585062736	MAYO
11281	35.68	38804.57	2175.144058295964	MAYO
11285	29.363636363636363	33760.92	2299.505386996904	MAYO
11287	44.414545454545454	18136.08	816.6729981987884	MAYO
11288	35.39272727272727	21797.43	1231.7462755573822	MAYO
1129	36.63545454545454	29253.72	1597.0168986823496	MAYO
11290	37.52818181818182	38785.76	2067.020469465371	MAYO
11291	35.25636363636364	28837.58	1635.8794286008974	MAYO
11292	36.64	10118.05	552.2953056768558	MAYO
11293	35.71636363636364	46643.09	2611.8610771736912	MAYO
11294	32.44090909090909	12798.08	789.0087151464202	MAYO
11295	32.24545454545454	30799.96	1910.3442909500989	MAYO
11298	36.845454545454544	30679.49	1665.3066370589688	MAYO
11300	36.92909090909091	37176.03	2013.3736891339668	MAYO
11303	35.04909090909091	26500.78	1512.2092649271153	MAYO
11305	38.57454545454545	56923.85	2951.3685426093516	MAYO
11306	30.84409090909091	21633.77	1402.7821448045154	MAYO
11307	35.285000000000004	19198.07	1088.1717443672947	MAYO
11309	27.090454545454545	25741.26	1900.3933623047367	MAYO
11312	34.51136363636363	39586.19	2294.095963121502	MAYO
11313	37.31318181818182	28020.91	1501.9308798986467	MAYO
11314	34.065	21298.84	1250.4823132247175	MAYO
11316	42.92090909090909	27448.5	1279.026962912757	MAYO
11317	37.88363636363636	29883.8	1577.6626991745056	MAYO
11319	39.665	28818.44	1453.0916425059877	MAYO
11320	35.19772727272727	34425.51	1956.1211855104284	MAYO
11321	39.42227272727273	35771.65	1814.7938982347312	MAYO
11322	36.054545454545455	16888.26	936.8172465960665	MAYO
11323	37.655454545454546	31281.24	1661.4453538060404	MAYO
11325	30.956363636363637	18019.54	1164.189709855515	MAYO
11326	37.92454545454545	14630.21	771.5430639787137	MAYO
11327	38.27318181818182	8654.04	452.224747924609	MAYO
11328	34.095454545454544	21719.19	1274.0226103186242	MAYO
11329	43.25090909090909	39146.02	1810.1825290062216	MAYO
11330	36.52090909090909	33652.71	1842.9283847360166	MAYO
11331	45.05318181818182	58353.68	2590.4354651573394	MAYO
11332	37.38045454545455	12068.95	645.7358609871469	MAYO
11333	36.11681818181818	27703.66	1534.114099450017	MAYO
11334	35.192727272727275	33831.05	1922.6159847075842	MAYO
11337	38.893181818181816	30949.79	1591.5277975807867	MAYO
11338	36.18681818181818	30789.81	1701.714134981347	MAYO
11340	30.263181818181817	22658.81	1497.4506075489269	MAYO
11341	34.151818181818186	19234.08	1126.3868821039741	MAYO
11342	36.12681818181818	13669.36	756.7430893695191	MAYO
11344	32.42227272727273	27713.43	1709.5303733404367	MAYO
11345	30.906363636363636	23185.28	1500.3563843868576	MAYO
11346	32.524545454545454	20919	1286.3515666489645	MAYO
11349	31.742727272727272	28826.03	1816.2289429217858	MAYO
11353	36.29590909090909	36708.54	2022.737047751437	MAYO
11355	33.515	27514.14	1641.9000447560793	MAYO
11357	34.67363636363636	23518.06	1356.5384232191082	MAYO
11358	37.07409090909091	38546.98	2079.4565182742176	MAYO
1137	32.63909090909091	32802.2	2009.9947079631227	MAYO
11370	39.33136363636363	35500.3	1805.190398594691	MAYO
11371	29.51090909090909	26647.89	1805.9687634772965	MAYO
11372	33.79409090909091	33213.82	1965.6584394797367	MAYO
11374	31.880454545454544	25121.24	1575.9649828193394	MAYO
11377	39.44409090909091	49839.84	2527.113129054934	MAYO
11381	36.85727272727273	37952.01	2059.4041388155783	MAYO
11383	41.15090909090909	28617.63	1390.8625900234172	MAYO
11385	34.89181818181818	31501.2	1805.6496704098383	MAYO
11389	39.89090909090909	8722.44	437.314676390155	MAYO
11391	29.781363636363636	15130.63	1016.1139822036355	MAYO
11393	31.598181818181818	19022.91	1204.0509235283964	MAYO
11394	38.08954545454545	28095.95	1475.2578254591456	MAYO
11395	37.04818181818182	26894.08	1451.8434471081885	MAYO
11396	44.36272727272727	9763.91	440.1852906821861	MAYO
11397	31.05681818181818	11256.95	724.9261617270399	MAYO
11398	38.68818181818182	32440.34	1677.0154851140824	MAYO
11399	30.403636363636362	7887.66	518.8629350556154	MAYO
11400	32.697272727272725	23272.51	1423.5138321238912	MAYO
11402	37.99636363636364	37747.33	1986.8917121255622	MAYO
11403	37.07181818181818	24385.12	1315.5610485789255	MAYO
11404	40.13318181818182	43466.46	2166.110835513574	MAYO
11408	33.93727272727273	38273.56	2255.547185984838	MAYO
11410	43.637727272727275	39075.79	1790.917742153891	MAYO
11412	36.88045454545455	32719.69	1774.3647904162094	MAYO
11417	33.860454545454544	27879.73	1646.7428080490783	MAYO
11422	36.82681818181818	24200.99	1314.3133832804651	MAYO
11423	37.78363636363636	47616.97	2520.5075309176655	MAYO
11424	39.76409090909091	25369.34	1275.9924555046239	MAYO
11425	28.312727272727273	23093	1631.2805034677626	MAYO
11426	32.47	22003.2	1355.294117647059	MAYO
11427	38.55409090909091	32886.01	1705.9673422228511	MAYO
11428	35.45045454545455	43392.79	2448.0808811273096	MAYO
11429	32.35363636363636	15328.02	947.5299671246735	MAYO
11430	42.595	18733.57	879.6135696678014	MAYO
11431	31.133636363636363	26625.17	1710.37971209157	MAYO
11432	36.35045454545455	12278.3	675.5513873779245	MAYO
11433	27.014545454545456	22199.4	1643.5146049266389	MAYO
11440	41.25090909090909	28985.41	1405.322240832158	MAYO
11443	32.44	41555.56	2561.995067817509	MAYO
11445	32.15863636363636	21288.8	1323.9864874415186	MAYO
11447	42.712272727272726	44168.63	2068.193855289623	MAYO
11448	28.116818181818182	24807.08	1764.572352361091	MAYO
11449	35.85272727272727	36818.94	2053.8989806785335	MAYO
11452	35.609545454545454	39883.51	2240.0460040081184	MAYO
11456	31.131363636363638	39201.8	2518.4762516608507	MAYO
11457	47.68363636363636	58313.15	2445.8348585373296	MAYO
11458	34.84318181818182	22590.4	1296.689844106712	MAYO
1146	33.80909090909091	26403.81	1561.9355203011562	MAYO
11460	37.59318181818182	27044.05	1438.7741974487635	MAYO
11463	36.40090909090909	40931.61	2248.9333932718964	MAYO
11464	38.611363636363635	33021.4	1710.4498204720703	MAYO
11465	32.56272727272727	16661.17	1023.3276752561488	MAYO
11468	31.188636363636363	22983.07	1473.8105079064344	MAYO
11469	36.25272727272727	35340.95	1949.6988314358794	MAYO
11470	35.61727272727273	33260.49	1867.660685571352	MAYO
11471	37.746818181818185	18040.5	955.8686463639318	MAYO
11472	39.10045454545455	24667.12	1261.7306006672788	MAYO
11474	31.869545454545456	16318.88	1024.1049734000826	MAYO
11475	30.853181818181817	11129.2	721.4296447986801	MAYO
11476	31.59090909090909	25964.19	1643.776057553957	MAYO
11480	36.516363636363636	16599.12	909.1332403903605	MAYO
11481	38.31909090909091	18407.66	960.7566131289886	MAYO
11482	39.305	50065.22	2547.5242335580715	MAYO
11483	34.17	24362.83	1425.977758267486	MAYO
11485	34.82681818181818	26871.07	1543.1251778279538	MAYO
11486	36.33909090909091	19570.02	1077.0781277362219	MAYO
11489	28.628636363636364	19444.13	1358.3692742486069	MAYO
11491	39.57727272727273	19272.16	973.9003560353738	MAYO
11492	40.49227272727273	20260.58	1000.7134021081464	MAYO
11493	36.13227272727273	20727.53	1147.3139349108703	MAYO
11494	28.942272727272726	37016.3	2557.940100199457	MAYO
11495	38.12181818181818	42033.74	2205.2326990031956	MAYO
11497	35.469545454545454	44455.82	2506.7036766496226	MAYO
11498	41.945454545454545	34971.04	1667.4531426094495	MAYO
11499	35.95909090909091	28977.11	1611.6708886360764	MAYO
11500	39.11636363636364	16470.47	842.1268476340988	MAYO
11502	38.32909090909091	24317.17	1268.8623404961813	MAYO
11505	40.30227272727273	38080.59	1889.7490103197426	MAYO
11506	33.98136363636364	22139.26	1303.0236359501864	MAYO
11507	61.233636363636364	48398.3	1580.774975132503	MAYO
1159	37.623636363636365	12889.64	685.1884212052385	MAYO
1166	29.830454545454547	20067.74	1345.4531823792038	MAYO
1172	35.98318181818182	23651.56	1314.5896946805958	MAYO
1183	41.11772727272727	30125.76	1465.3416907107087	MAYO
1195	30.708636363636362	19574.17	1274.831599046759	MAYO
1199594a84ea43cca0d3eaf5a3468d0b	19.025909090909092	10129.48	1064.8090403038916	DIAN
1200	31.66318181818182	19198.6	1212.676610344679	MAYO
1214	37.376363636363635	24751.39	1324.440774432067	MAYO
121db5ec09e3466fbcfba269903b8216	18.12909090909091	9726.7	1073.0488416407584	DIAN
12306	33.717727272727274	25382.13	1505.5658879197617	MAYO
12308	34.276363636363634	28008.03	1634.2474538510503	MAYO
1239	41.45090909090909	32471.15	1566.7280024563559	MAYO
124d173cbeb24e2999a43cbdeff5d5cb	19.53590909090909	10082.35	1032.1864166220714	DIAN
1258	42.65909090909091	28598.37	1340.7866595631326	MAYO
1271	33.808181818181815	28276.41	1672.755438436097	MAYO
1275	32.665	31002.92	1898.234807898362	MAYO
1282	31.718636363636364	28272.14	1782.683194565856	MAYO
129	35.905454545454546	29935.15	1667.443032205793	MAYO
1302	42.26772727272727	23811.45	1126.6964909828046	MAYO
134	28.035	26229.24	1871.1781701444625	MAYO
135	37.32636363636364	22758.66	1219.4415840619595	MAYO
13796cbf810042779175d2ccd457cd11	18.198636363636364	10395.39	1142.4361465644279	DIAN
141	37.585454545454546	22371.52	1190.4349845201239	MAYO
141e9f73a24a4dc1ab1912f8b8ff6a2f	17.75090909090909	8207.42	924.7323568575233	DIAN
142	30.905454545454546	21323.04	1379.8884574655842	MAYO
1446b7664d954109bbd5a61952bf3b63	19.025454545454547	2416.76	254.05542813455656	DIAN
14543	38.432272727272725	17938.04	933.4883797944437	MAYO
14546	40.69227272727273	21834.37	1073.1457614244382	MAYO
14547	31.814545454545453	28565.66	1795.7610012572866	MAYO
14548	31.26909090909091	29652.14	1896.578323060821	MAYO
14549	40.36818181818182	22982.86	1138.6621326427205	MAYO
14550	35.46	44854.96	2529.890580936266	MAYO
14551	32.91409090909091	36476.44	2216.463465495574	MAYO
14552	29.853181818181817	30948	2073.346833746974	MAYO
14553	30.479545454545455	35767.51	2346.984475430617	MAYO
14555	31.58590909090909	34226.01	2167.1695376246603	MAYO
14556	33.64863636363636	18984.07	1128.3708376673376	MAYO
14557	37.52	35514.18	1893.0799573560766	MAYO
14558	34.051818181818184	37780.99	2219.029233521104	MAYO
14560	38.9	31620.02	1625.707969151671	MAYO
14562	35.572272727272725	17418.37	979.3228638239691	MAYO
149	38.429545454545455	25561.39	1330.2988467679934	MAYO
14a3132cac0649c59c22d8863de6089a	18.88909090909091	2899.16	306.9665992877081	DIAN
14f832de0f0f44f58664381e0180b62c	18.380454545454544	15615.66	1699.1592848134135	DIAN
15707caf318743bb87d585e7b8e83ff1	17.847272727272728	8977.7	1006.0584759576203	DIAN
1586008ed8584e1caa1bc264d72bfedf	19.12727272727273	8754.09	915.3516159695816	DIAN
158f89c0abfc4786934a0b4fa105314f	17.687727272727273	9084.18	1027.1732325957908	DIAN
168dd93481ac49b080e709af33f25d45	18.385454545454547	3605.8	392.2448575949367	DIAN
1753d27f380245c5b1676565d995917d	17.67590909090909	9562.3	1081.9584951269062	DIAN
177fc0f509874195966ac763e40aad3d	19.532272727272726	10066.31	1030.7361709059599	DIAN
17c2164f7c5c4e59b52e247b4a747b54	18.267727272727274	7151.01	782.9118415486824	DIAN
17f895411de04d9fa553b5f1a9cf528e	16.376363636363635	2489.03	303.9783501720884	DIAN
18198	37.48909090909091	43845.95	2339.1311411804645	MAYO
18199	34.53181818181818	20098.8	1164.0742398315124	MAYO
18200	36.14818181818182	23634.68	1307.6552574000955	MAYO
18201	37.834545454545456	40075.41	2118.4560046133884	MAYO
18202	39.80954545454546	29747.85	1494.5083979401923	MAYO
18203	30.917727272727273	23933.4	1548.1991796409827	MAYO
18204	51.14545454545455	50984.37	1993.700924280128	MAYO
18206	35.862272727272725	19416.38	1082.8304244774833	MAYO
18209	40.24636363636364	34891.33	1733.887330306521	MAYO
18210	34.402727272727276	29993.3	1743.6582723357026	MAYO
18211	30.326363636363638	34566.52	2279.635001049192	MAYO
18212	41.751363636363635	31457.89	1506.915571619871	MAYO
18213	30.926363636363636	38583.49	2495.184396954643	MAYO
18214	35.49636363636364	24562.08	1383.9209137939865	MAYO
18216	40.765	45253.76	2220.226174414326	MAYO
18217	33.87681818181818	28552.37	1685.6583075044614	MAYO
18218	37.70636363636364	40416.48	2143.7484871133397	MAYO
18219	35.535909090909094	30281.35	1704.2676422057073	MAYO
18220	28.239545454545457	13015.07	921.7620036377098	MAYO
18221	31.43	34357.8	2186.3060769965005	MAYO
18222	32.149545454545454	30572.2	1901.8744786438378	MAYO
18223	40.21454545454545	43424.59	2159.645944479609	MAYO
18224	37.57363636363636	35839.35	1907.6859984031357	MAYO
18225	38.308181818181815	24502.32	1279.2212439782625	MAYO
18226	49.49136363636364	35173.14	1421.3849615635418	MAYO
18228	35.36409090909091	31470.66	1779.8087942314364	MAYO
18229	42.12045454545454	25233.03	1198.1366427453731	MAYO
18230	36.99545454545454	36460.08	1971.0572797640991	MAYO
18231	33.441818181818185	13784.37	824.37922035557	MAYO
18232	31.596363636363638	29154.25	1845.418057313845	MAYO
18233	41.592727272727274	41226.49	1982.3893600279769	MAYO
18234	45.22272727272727	54114.05	2393.2236405668914	MAYO
18235	34.625	22842.46	1319.420072202166	MAYO
18236	32.928636363636365	18965.31	1151.903758817277	MAYO
18237	37.45272727272727	30459.16	1626.5389582018545	MAYO
18238	32.345454545454544	18164.52	1123.1575042158518	MAYO
18239	42.61363636363636	24348.91	1142.7755093333335	MAYO
1919	33.08045454545454	32041.97	1937.214614507331	MAYO
1923	36.761818181818185	11424.02	621.5155052178643	MAYO
1924	35.528636363636366	27471.8	1546.4595780612308	MAYO
1925	37.572272727272725	27947.03	1487.6411763994242	MAYO
1926	40.677727272727275	21772.16	1070.4708182945772	MAYO
1929	29.76090909090909	20202.89	1357.6796285548462	MAYO
1931	38.11681818181818	16892.76	886.3677927901069	MAYO
1932	34.67090909090909	21861.82	1261.1045151817084	MAYO
1933	42.52909090909091	44974.05	2114.978196742337	MAYO
1934	38.76681818181818	24807.57	1279.8352386647437	MAYO
1935	29.53181818181818	22822.64	1545.630537171002	MAYO
1936	28.706363636363637	10255.61	714.5182252905596	MAYO
1937	38.63136363636364	30651.91	1586.8924684370918	MAYO
1938	35.38045454545455	25996.97	1469.566761308889	MAYO
1940	37.93818181818182	27903.65	1471.006182306144	MAYO
1941	33.967727272727274	32896.2	1936.909098208192	MAYO
1942	36.73954545454546	24425.24	1329.6430153290362	MAYO
1943	30.27090909090909	28020.95	1851.3451258333835	MAYO
1944	34.722272727272724	18255.61	1051.521606514027	MAYO
1945	39.23045454545454	24795.53	1264.0959829446049	MAYO
1947	38.735454545454544	40343.6	2083.032223239222	MAYO
1948	38.155454545454546	30157.91	1580.7915465440424	MAYO
1950	36.232727272727274	13581.17	749.6631372942593	MAYO
1951	36.38590909090909	28918.4	1589.5384077252684	MAYO
1952	31.214545454545455	24828.22	1590.810927306617	MAYO
1953	30.074545454545454	29072.88	1933.387824194426	MAYO
1954	39.47681818181818	29792.82	1509.3830441340717	MAYO
1955	38.214090909090906	24876.54	1301.9563940003095	MAYO
1956	42.29727272727273	40342.39	1907.5645969007244	MAYO
1957	34.661818181818184	27816.18	1605.004091481326	MAYO
1958	30.72090909090909	29308.51	1908.0496552540467	MAYO
1959	37.516363636363636	36038.96	1921.239507608801	MAYO
1960	42.37	37483.81	1769.3561482180787	MAYO
1963	41.68772727272727	31418.23	1507.3131617109898	MAYO
1964	31.067272727272726	36061.32	2321.498917305554	MAYO
1a0ccbcb4aba4a20b4333b5bb88b4139	18.86318181818182	9874.84	1046.9962167763078	DIAN
1a40f21f6ab44a3ebcc1502748c358a3	18.705454545454547	9733.25	1040.6857503888025	DIAN
1b13c0f33002495c9f5bdf2589a29d46	19.64409090909091	11394.65	1160.1096790614804	DIAN
1b604cda0ac545b08eb17c7af5759da5	21.654090909090908	5585.23	515.8591070341527	DIAN
1c17e4701ee34da8b7044710b5088136	18.112727272727273	8554.52	944.5866291909256	DIAN
1c9226b766784726af88f0be0cadeaeb	18.974999999999998	32064.31	3379.6374176548093	DIAN
1de6a730476e48a0b3070d90c4a0d6a9	19.299545454545456	8440.83	874.718010315834	DIAN
1e26701416a9444a87151ccfc9841e45	17.939545454545453	9712.92	1082.8501786302481	DIAN
1f3241d796a141ea93355f9da1b0372b	22.193181818181817	10312.74	929.3611059907835	DIAN
1fd4cc636d20404993fb9b1ceebb59ea	13.214545454545455	8788.49	1330.123692900385	DIAN
20132ae9d57746a5a8c378d3ee16fecf	18.775909090909092	10162.29	1082.4818069576586	DIAN
2072093f93fd4c659da6872f6522da55	30.46409090909091	3099.39	203.47825308485397	DIAN
208ca3a76af0412890ea9950135135a6	17.65818181818182	8385.77	949.7886120263591	DIAN
20d8c97476d94165ad4ca7ddd99ff4c5	18.367272727272727	3866.48	421.0184121956048	DIAN
20e7ca3ce7554234a850c8f66096e87b	17.960454545454546	10080.06	1122.472705185635	DIAN
20ee788aec294a1bb89f40ca16ba6c37	18.25318181818182	251.11	27.51410712951665	DIAN
216b902eddbb4177a54fd1dce6d277e0	20.31818181818182	12871.87	1267.0297091722596	DIAN
220878fa585e4f1bb1cb8a8802ecdcc2	18.48409090909091	8561.65	926.3804254272716	DIAN
2210	28.189090909090908	14586.68	1034.9166666666667	MAYO
223c1f3954c7466d8b68d8669dab01f0	21.271363636363635	10589.15	995.6249332222152	DIAN
233a51c48ec843d5922b631fccd009c8	18.809545454545454	11572.1	1230.4497233029651	DIAN
2463805c117641ae9e51a686c895ab86	17.328636363636363	1860.83	214.76935183485034	DIAN
24a1765e47f744c99584ffe11ed22b37	20.156363636363636	1460.39	144.90609778098505	DIAN
2517	36.98409090909091	20190.14	1091.8283782953358	MAYO
251d414bb07443d580b790f3d4e00935	19.854545454545455	10527.86	1060.498717948718	DIAN
251dc86c79774ec489dc28b4d0573179	18.468636363636364	3963.08	429.1686643203465	DIAN
25758a7d241a4f54846f8e5b51422410	12.89	9253.84	1435.8169123351436	DIAN
258f8daf137d4300942a10381a79f62a	18.829545454545453	2515.1	267.1439951719976	DIAN
25db0331e21a4933b0f70356302c1c71	20.171363636363637	1958.09	194.1455258354553	DIAN
279abc16be1d43d9859f9e2805cb660d	18.80409090909091	2264.13	240.81249244603447	DIAN
28eaa6fceac445328bc8db3f3c86e206	19.707272727272727	1936.28	196.50410554479194	DIAN
294603624e1b4eab8172259119b0c491	19.707272727272727	12127.37	1230.7507150106098	DIAN
29a7664fbd5a40738ec16e651b428f6d	19.973636363636363	2003.72	200.63647535387557	DIAN
29f764c8c3d24440997d20cb0f94d6f3	16.848181818181818	9419.09	1118.1135272217127	DIAN
2a36c36e05234bdeb24d9422b22105e1	15.671363636363637	7656.78	977.1683151086231	DIAN
2a39249c36ee4b90920841381497c87c	18.226363636363637	9966.15	1093.5971868921142	DIAN
2a673a320705400ab66c42e62cb887dd	18.730454545454545	9030.17	964.2232630378334	DIAN
2b121b3c38c84d88b4962046e2e53653	21.33909090909091	2368.21	221.95978358113578	DIAN
2bf2111635ec43759410a418dac3eb00	18.990454545454547	8413.53	886.0798965987697	DIAN
2c22910791144317a8ae2e1f8996bfac	18.633181818181818	3816.81	409.6788232137194	DIAN
2d6df65e312543e0af06e90a3be21b97	17.438181818181818	12833.72	1471.9103326034824	DIAN
2d740981f18e45fba893de20f065d6a5	18.685	8553.27	915.5226117206316	DIAN
2d98994daa1540a0965b97e03a6aaad4	18.211363636363636	1829.44	200.91191813303382	DIAN
2daee0a8965743c8879fbcf27b0e809b	21.959090909090907	16238.95	1479.0184226868146	DIAN
2debfe46db5c48d0a3f7c4e9dc96838c	37.335454545454546	21063.37	1128.3307117290412	DIAN
2e632aeb8da243f49c947ee70619f884	14.216818181818182	7777.65	1094.1477763212583	DIAN
2ea397e91d2f4c5bb8c8b34139fb8c37	18.329545454545453	11527.27	1257.780235585865	DIAN
2fc74c7a5d0142a285c8e9fb9db18e7d	17.18318181818182	9080.34	1056.886913737005	DIAN
2fd0991ed60649e5a81f7afaf321992f	14.936818181818182	2192.12	293.51900429080064	DIAN
2fd5cfd1478e4380b28e63aed705e2bd	21.139545454545456	2298.24	217.4351387963102	DIAN
301133067cd7429aa73a7a1dbb6a870e	18.043636363636363	8749.66	969.8333333333334	DIAN
30b89d2e7b6d496f8ca6eb1bd4cad918	18.422272727272727	1582.04	171.75296701127587	DIAN
30def9dadb6a4e04a3591842a45c6761	14.637272727272727	9658.47	1319.7089621762623	DIAN
318c84f9d1864dfc896e0066b2d1d05f	18.88090909090909	9591.06	1015.9531994799943	DIAN
3263429cf8f0461a94ae0f9532d5586b	17.10090909090909	11116.39	1300.093455956621	DIAN
33013411d4ac4df3b115f44cb7d54ff1	19.352272727272727	2593.36	268.0160657662948	DIAN
338648dacf3d4dbd8a6539cb998acd14	20.048181818181817	12411.83	1238.2000634834264	DIAN
34e309312bf948009e35e6763185b649	17.091363636363635	10266.91	1201.4149623680223	DIAN
360f3cea3fc94b559858edc14709374c	16.94409090909091	10473.84	1236.282318856131	DIAN
36f51af25fe643a3b4f36d854b2c83d7	18.932727272727274	1339.8	141.5326995102276	DIAN
37b6f58c58cc49138e89d3f4fba99c70	19.832272727272727	13405.77	1351.9146478421308	DIAN
